Borough,Site Name,Site Address,Postcode,Type of Site,Grid ref easting,Grid ref northing,Open to Public,Opening times,Site Ref
Sutton,Roundshaw Park,Foresters Drive,SM6 9JY,Public Park,529850,163050,Yes,8am - dusk,SUT046
Sutton,Roundshaw Playing Fields,Purley Way,SM6 9GG,Public Park,530750,163350,Yes,unrestricted,SUT047
Sutton,Royston Park,"Royston Avenue, Carshalton",SM1 3PX,Public Park,526786,165325,Yes,8.00am - dusk,SUT048
Sutton,Seear's Park,"St Dunstan's Hill, Cheam",SM1 2LR,Public Park,524550,163950,Yes,8am- dusk,SUT055
Sutton,St Dunstan's Churchyard,"Malden Road, Cheam",SM3 8QH,Churchyard,524283,163928,Yes,unrestricted,SUT049
Sutton,St Helier Estate,Bishopsford Road/Peterborough Road/Buckhurst Avenue/Winchcombe Road/Westminster Road/Glastonbury Road,SM5 1JE (Middleton Circle,Housing/Estate Landscaping,527150,166650,Yes,unrestricted,SUT050
Sutton,St Helier Open Space,"Wrythe Lane/Tweeddale Road, St Helier",SM5 1SL,Public Open Land,526478,166406,Yes,unrestricted,SUT051
Sutton,"St Mary the Virgin Churchyard, Beddington","Church Road, Beddington",SM6 7NL,Churchyard,529550,165250,Yes,unrestricted,SUT052
Sutton,St Nicholas Churchyard,"St Nicholas Road, Sutton",SM1 1ST,Churchyard,525750,164150,Yes,unrestricted. Church open on Thursdays,SUT053
Sutton,Stanley Park,"Woodfield Avenue, Carshalton Beeches",SM5 3JB,Public Park,527950,163450,Yes,unrestricted,SUT056
Sutton,Sutton Cemetery,"Alcorn Close, off Oldfields Road",SM3 9PX,Cemetery,525150,165850,Yes,opens 8am weekdays/9am weekends/holidays; closes 4pm Nov-Jan; 5pm Feb/Mar/Oct; 7pm April/Sept; 8pm May-August,SUT057
Sutton,Sutton Common Park,"Sutton Common Road, Sutton",SM3 9EN,Public Park,524950,166750,Yes,8am - dusk,SUT058
Sutton,Sutton Cricket Ground,Gander Green Lane,SM1 2EH,Public Park,525150,164050,Yes,8am - dusk,SUT059
Sutton,Sutton Ecology Centre,"The Lodge, Festival Walk, Carshalton",SM5 3NY,Public Open Land,527832,164619,Yes,8am - dusk,SUT060
Sutton,Sutton Garden Suburb,"Greenhill, Woodend, Aultone Way",SM1 3LJ,Housing/Estate Landscaping,526150,165650,Yes,unrestricted (public areas),SUT061
Sutton,Sutton Green,"High Street, Sutton",SM1 1QT,Public Open Land,525723,165115,Yes,unrestricted,SUT062
Sutton,The Culvers (River Wandle),Nightingale Road,SM5 2DD,Public Open Land,528050,165850,Yes,unrestricted,SUT063
Sutton,The Grove Park,"High Street, Carshalton",SM5 3A,Public Park,528078,164710,Yes,8.15am - dusk,SUT064
Sutton,The Oaks Park and Oaks Sports Centre Golf Course,"Croydon Lane, Carshalton",SM7 3BA,Public Park;,527250,161550,Yes,unrestricted,SUT035
Sutton,Thomas Wall Park,"Green Lane, Rosehill, Carshalton",SM4 6LX,Public Park,525750,166750,Yes,unrestricted,SUT065
Sutton,Wallington Green,"Acre Lane/Manor Road, Wallington",SM6 7NX,Public Open Land,528577,164723,Yes,unrestricted,SUT066
Sutton,Wallington Library,"Stanley Park Road, Wallington",SM6 0HY,Public Gardens,528864,163712,Yes,8am - dusk,SUT067
Sutton,Warren Park,"King’s Lane, Sutton",SM1 4RY,Public Open Land,526872,164012,Yes,8am - dusk,SUT068
Sutton,Watercress Park,"Spencer Road, Hackbridge",CR4 4LT,Public Open Land,527912,166501,Yes,unrestricted,SUT069
Sutton,Wilderness Island,"Mill Lane, Carshalton",SM5 2NH,Public Open Land,528350,165550,Yes,unrestricted,SUT070
Sutton,Woodcote Green,"Woodcote Road, Wallington",SM6 9NP,Public Open Land,529153,162625,Yes,unrestricted,SUT071
Sutton,Woodcote Grove,"Woodcote Park, Meadow Hill, Coulsdon",CR5 2XL,Institutional Grounds,528790,160683,By appointment only,private. Apply to site management to visit,SUT072
Sutton,Wrythe Green,"Wrythe Green Road, Carshalton",SM5 2DW,Public Open Land,527624,165253,Yes,unrestricted,SUT073
Sutton,Wrythe Recreation Ground,"Wrythe Lane, Carshalton",SM1 3QW,Public Park,527404,165108,Yes,8am - dusk,SUT074
Sutton,Yardley Recreation Ground,"Wordsworth Drive, Cheam",SM3 8EG,Public Park,523396,164603,Yes,8am - dusk,SUT075
Tower Hamlets,Albert Gardens,"Commercial Road, Stepney",E1,Garden Square;,535611,181125,Yes,8am - dusk,THM001
Tower Hamlets,Alderney Road Cemetery,"Alderney Road, Stepney",E1,Cemetery,535768,182290,By appointment only,Please contact 020 8950 7767,THM003
Tower Hamlets,"All Saints Churchyard, Poplar","East India Dock Road/Newby Place/Bazeley Street, Poplar",E14,Public Gardens,538050,180950,Yes,"8am - dusk. Church usually open between 12 and 2 daily, according to notice.",THM002
Tower Hamlets,Allen Gardens,Pedley Street,E1 5EH,Public Park,534067,182148,Yes,unrestricted,THM001a
Tower Hamlets,Altab Ali Park,Whitechapel Road/Whitechurch Lane,E1,Public Gardens,534150,181450,Yes,unrestricted,THM004
Tower Hamlets,Arbour Square Gardens,"Arbour Square, Stepney",E1,Garden Square;,535560,181301,Yes,8am - dusk,THM005
Tower Hamlets,Bancroft Road Cemetery,"Bancroft Road, Stepney",E1,Cemetery,535750,182550,No,,THM006
Tower Hamlets,Bartlett Park,Upper North Street/Lindfield Street/Arcadia Place,E14,Public Park,537350,181450,Yes,unrestricted,THM007
Tower Hamlets,Beaumont Square Gardens,"Beaumont Square, Stepney Green",E1,Garden Square;,535690,181955,Yes,unrestricted,THM008
Tower Hamlets,Bethnal Green Gardens,Cambridge Heath Road/Roman Road,E2,Public Park,535050,182650,Yes,8am - dusk,THM009
Tower Hamlets,Boundary Gardens *,Arnold Circus,E2 7JF,Public Gardens,533650,182550,Yes,unrestricted,THM010
Tower Hamlets,Bow Churchyard,Bow Road,E3 3AH,Churchyard,537650,182950,Yes,8am - dusk. 1st Saturday of each month: Church open 11am-4pm; volunteer gardening sessions 10am-1pm,THM011
Tower Hamlets,Brady Street Cemetery,Brady Street,E1,Cemetery,534650,182150,By appointment only,Please contact: 020 8950 7767,THM012
Tower Hamlets,Brickfield Gardens,"Clemence Street, Burdett Road",E14,Public Gardens,536750,181450,Yes,unrestricted,THM013
Tower Hamlets,Bromley Recreation Ground,"St Leonards Street/Bruce Road, Bromley by Bow",E3 3BT,Public Park,537950,182750,Yes,unrestricted,THM013a
Tower Hamlets,"Canary Wharf Estate, including Westferry Circus, Cabot Square, Canada Square Park, Jubilee Park, Crossrail Place Roof Garden","Westferry Road / Trafalgar Way, Isle of Dogs (+ numerous roads on estate)",E14 5AB,Private Open Land,537670,180300,Yes,"The estate is private property, although access to most exterior areas is unrestricted (Crossrail Place Roof Garden 6am-sunset/9pm)",THM013b
Tower Hamlets,Carlton Square,"Carlton Square, Mile End",E1 4EH,Garden Square;,535656,182388,Yes,8am - dusk,THM014
Tower Hamlets,Christ Church Spitalfields,"Commercial Street, Spitalfields",E1 6LY,Public Gardens,533750,181750,Yes,8am - dusk,THM015
Tower Hamlets,Cranbrook Estate,"Roman Road, Old Ford Road, Mace Street",E3 0RB,Housing/Estate Landscaping,535650,183050,Yes,public areas have unrestricted access,THM015a
Tower Hamlets,East India Dock Basin,Orchard Place / Thames Path,E14 9QS,Public Open Land,539035,180734,Yes,8am to dusk,THM015b
Tower Hamlets,Ford Square Gardens,Ford Square,E1,Garden Square;,534925,181528,Yes,unrestricted,THM016
Tower Hamlets,Globe Road Open Space,"Globe Road/Portman Place, Stepney",E1,Public Gardens,535400,182579,Yes,unrestricted,THM018
Tower Hamlets,Grove Hall Park,"off Fairfield Road, Jebb Street/Baldock Street, Bow",E3,Public Park,537550,183050,Yes,8am - dusk,THM019
Tower Hamlets,Holland Estate Residents' Garden,Bell Lane,E1 7NP,Public Gardens,533652,181606,Yes,unrestricted,THM019a
Tower Hamlets,Holy Trinity Church Graveyard,"Morgan Street/Lichfield Road, Bow",E3 5AT,Churchyard,536447,182812,Yes,appears unrestricted access but to check current situation,THM020
Tower Hamlets,Ion Square Gardens,Warner Place/Hackney Road,E2 7DQ,Public Gardens,534194,183055,Yes,unrestricted,THM021
Tower Hamlets,Island Gardens *,Saunders Ness Road,E14 3EB,Public Park,538450,178350,Yes,unrestricted,THM022
Tower Hamlets,Jesus Green,Elwin Street/Quilter Street/Barnet Grove,E2,Public Gardens,534088,182903,Yes,unrestricted,THM023
Tower Hamlets,King Edward Memorial Park,The Highway,E1,Public Park,535450,180750,Yes,8am - dusk,THM024
Tower Hamlets,Lady Jane Mico's Almshouses,Belgrave Street/1-10 Whitehorse Road,E1 0NN,Private Garden,536028,181443,No,private but front garden visible from road,THM025
Tower Hamlets,Lady Mico's Almshouses,"Aylward Street, Stepney",E1 0PB,Private Garden,535459,181426,Occasionally,"Has opened for OGSW. Otherwise private, for residents only",THM026
Tower Hamlets,Langdon Park,Bright Street; St Leonard's Road,E14 0RT,Public Park,537933,181580,Yes,unrestricted,THM026c
Tower Hamlets,Lansbury Estate,bounded by Chrisp Street to east; East India Dock Road to south; Stansby Road to west,E14 6AQ,Housing/Estate Landscaping,537865,181195,Yes,public areas unrestricted,THM026a
Tower Hamlets,London Wall Gardens,Tower Hill,EC3,Public Gardens,533604,180733,Yes,unrestricted,THM027
Tower Hamlets,Meath Gardens,"Walter Street/Smart Street/Usk Street, off Roman Road",E3,Public Gardens,535750,182750,Yes,unrestricted,THM028
Tower Hamlets,Mercers Burial Ground,White Horse Road/Salmon Lane/Matlock Street,E14,Public Gardens,536108,181382,Yes,unrestricted,THM029
Tower Hamlets,Mile End Park,"Burdett Road/Bow Common Lane/Copperfield Road, Mile End",E1,Public Park,536011,183078,Yes,unrestricted,THM030
Tower Hamlets,Mile End Road Verges,Mile End Road,E1,Public Open Land,535050,181950,Yes,unrestricted,THM031
Tower Hamlets,Millwall Park,"Manchester Road/Stebondale Street, Isle of Dogs",E14 3BA,Public Park,538197,178552,Yes,unrestricted,THM031a
Tower Hamlets,Mudchute Park and Farm,"Pier Street / East Ferry Road, Isle of Dogs",E14 3HP,Other,538250,178850,Yes,Park: dawn-dusk daily. Farm: 9am-5pm. Café: 9.30-3pm Tues-Fri and 9.30am-5pm Sat/Sun.,THM031b
Tower Hamlets,Museum Gardens *,Cambridge Heath Road/Victoria Park Square,E2,Public Gardens,535050,182850,Yes,8am - dusk,THM032
Tower Hamlets,Paradise Gardens *,"Paradise Row, Cambridge Heath Road",E2,Public Gardens,534950,182850,Yes,8am - dusk,THM033
Tower Hamlets,Poplar Park,"East India Dock Road/Poplar High Street/Woodstock Terrace, Poplar",E14,Public Gardens,537750,180950,Yes,8am - dusk,THM034
Tower Hamlets,"Queen's Building Forecourt, Queen Mary, University of London",Mile End Road,E1 4NS,Institutional Grounds,536079,182327,Partially,accessible when QMUL is open,THM035
Tower Hamlets,Ravenscroft Park,"Columbia Road, Bethnal Green",E2 7PL,Public Park,533882,182877,Yes,unrestricted,THM035aa
Tower Hamlets,Rectory Gardens,"Commercial Road, Limehouse",E14 7HW,Public Gardens,536612,181044,Yes,unrestricted,THM035a
Tower Hamlets,Ropemakers Fields,"Oak Street/Narrow Street, Limehouse",E14 8DA,Public Park,536650,180750,Yes,unrestricted,THM036
Tower Hamlets,Sephardi Nuevo (New) Cemetery *,"Queen Mary College, Mile End Road",E1,Cemetery,536150,182450,Yes,appears to be unrestricted as long as QMC grounds are accessible,THM049
Tower Hamlets,Sephardi Velho (Old) Cemetery,"Albert Stern House, 253 Mile End Road",E1,Cemetery,535799,182214,By appointment only,Access by appointment with Spanish & Portuguese Jews Congregation,THM050
Tower Hamlets,Shandy Park,"Shandy Street, Stepney",E1,Public Park,536050,181950,Yes,unrestricted,THM051
Tower Hamlets,Sidney Square Gardens,Sidney Square,E1,Garden Square;,535050,181550,Yes,unrestricted,THM052
Tower Hamlets,Spitalfields City Farm,Buxton Street,E1 5AR,Other,534150,182150,Yes,Tues/Wed 10am-2pm; Thurs-Sun 10am-4pm,THM052a
Tower Hamlets,"St Anne's Churchyard, Limehouse",Commercial Road/Three Colt Street,E14 8GL,Public Gardens,536750,181050,Yes,8am - dusk,THM037
Tower Hamlets,St Bartholomew's Gardens,Coventry Road/Buckhurst Street,E1,Public Gardens,534950,182250,Yes,unrestricted,THM039
Tower Hamlets,"St Dunstan's Churchyard, Stepney",Stepney High Street/Durham Row/Belgrave Street/White Horse Road,E1,Public Gardens,535976,181582,Yes,8am - dusk. Church open to visitors on Sundays.,THM040
Tower Hamlets,St George's-in-the-East Churchyard,Cannon Street Road/The Highway,E1 0BH,Public Gardens,534750,180750,Yes,8am - dusk. Church open,THM041
Tower Hamlets,St James's Gardens,Butcher Row/Branch Road,E1,Public Gardens,536050,180950,Yes,unrestricted,THM042
Tower Hamlets,St John's Gardens,"Wapping High Street, Scandrett Street",E1,Public Gardens,534615,180120,Yes,unrestricted,THM043
Tower Hamlets,St Leonard’s Priory,Bromley High Street/St Leonard Street,E3 3EG,Public Open Land,537909,182907,Yes,unrestricted,THM044
Tower Hamlets,St Mary's Additional Burial Ground,"off Old Montagu Street, Whitechapel",E1,Housing/Estate Landscaping,534369,181763,Yes,accessible but within housing estate,THM044a
Tower Hamlets,St Matthew's Church Garden,St Matthew's Row/Wood Close/Hereford Street,E2,Public Gardens,534150,182450,Yes,unrestricted,THM045
Tower Hamlets,St Matthias Churchyard,113 Poplar High Street/Woodstock Terrace,E14 0AE,Churchyard,537750,180850,Yes,check opening times,THM046
Tower Hamlets,"St Paul's Churchyard, Shadwell","The Highway, Wapping",E1W 3DH,Churchyard,535250,180750,Yes,most of churchyard is unrestricted access (area of churchyard to The Highway boundary not accessible but visible),THM047
Tower Hamlets,St Peter's Churchyard,"St Peter's Square/St Peter's Close, Bethnal Green",E2 7AE,Churchyard,534366,183033,Yes,Open on Sundays (pop-up garden café - check website),THM048
Tower Hamlets,Stepney City Farm and Rural Arts Centre,Stepney Way,E1 3DG,Other,535850,181650,Yes,10am-4pm Tues-Sun (Café open 9.30am-2.30pm Wed-Fri and 10am-4pm Sat/Sun),THM054a
Tower Hamlets,Stepney Green Gardens,Stepney Green,E1,Public Gardens,535627,181841,Yes,unrestricted,THM053
Tower Hamlets,Stepney Green Park and Stepney Clocktower,"Stepney Way, Stepney Green",E1,Public Park,535650,181750,Yes,"unrestricted, Clocktower Garden locked",THM054
Tower Hamlets,The London Chest Hospital,Bonner Road,E2 9JX,Institutional Grounds,535350,183250,Partially,,THM026b
Tower Hamlets,Tower Gardens,Tower Hill,EC3,Public Gardens,533650,180750,Yes,unrestricted to pedestrian walkway,THM055
Tower Hamlets,Tower Hamlets Cemetery Park,Southern Grove,E3 4PX,Cemetery,536877,182298,Yes,"8am - dusk, except Christmas Day",THM056
Tower Hamlets,Tower Hamlets Register Office,Bow Road,E3 3EF,Public Gardens,537450,182850,Yes,,THM056a
Tower Hamlets,Tower Hill Terrace,Byward Street/Tower Hill,EC3,Public Open Land,533441,180663,Yes,unrestricted,THM057
Tower Hamlets,"Tower of London, including Tower Green and St Peter ad Vincula",Tower Hill,EC3N 4AB,Public Gardens,533650,180550,Yes,Opening times for The Tower: Tues-Sat: 9am-5.30pm; Sun-Mon: 10am-5.30pm (last admission 5pm),THM058
Tower Hamlets,Trafalgar Gardens,"White Horse Lane, Stepney",E1,Garden Square;,535887,181868,Yes,unrestricted,THM059
Tower Hamlets,Tredegar Square Gardens,"Tredegar Square, Bow",E3,Garden Square;,536603,182741,Yes,8am - dusk,THM060
Tower Hamlets,Trinity Green,Mile End Road,E1,Private Garden,535063,182009,No,private,THM061
Tower Hamlets,Trinity Square Gardens,Tower Hill,EC3,Public Gardens,533511,180717,Yes,8am - half hour before dusk,THM062
Tower Hamlets,V&A Museum of Childhood Garden,Cambridge Heath Road,E2 9PA,Public Gardens,535050,182950,Yes,"10am - 5.50pm daily (closed 25/26 December, 1 January)",THM063
Tower Hamlets,Vallance Road Gardens,"Vallance Road, Whitechapel",E1 5BN,Public Gardens,534482,181917,Yes,unrestricted,THM064
Tower Hamlets,Victoria Park *,Grove Road/Old Ford Road/Victoria Park Road/Cadogan Terrace,E3/E9,Public Park,535850,183450,Yes,6am - dusk,THM065
Tower Hamlets,Wakefield Gardens,Tower Hill,EC3,Public Gardens,533550,180750,Yes,unrestricted,THM066
Tower Hamlets,Wapping Gardens,"Tench Street, Wapping",E1,Public Gardens,534698,180215,Yes,8am - dusk,THM067
Tower Hamlets,Wapping Pierhead,"Wapping Pierhead, Wapping High Street",E1,Private Garden,534550,180050,No,"private, but visible from street",THM068
Tower Hamlets,Weavers Fields,"Vallance Road/Derbyshire Street, Bethnal Green",E2,Public Park,534550,182450,Yes,unrestricted,THM069
Tower Hamlets,York Square Gardens,York Square,E14,Garden Square;,536144,181231,Yes,8am - dusk,THM070
Waltham Forest,Abbotts Park,"Abbotts Park Road/Fletcher Lane, Leyton",E10,Public Park,538250,187650,Yes,9am -  half hour before sunset,WAL001
Waltham Forest,Ainslie Wood,Ainslie Wood Road /Rolls Park Road,E4 9BG,Public Open Land,537782,192065,Yes,unrestricted,WAL002
Waltham Forest,"All Saints Churchyard, Chingford","Old Church Road/Mount Road, Chingford Mount",E4,Churchyard,537366,193385,Yes,unrestricted,WAL003
Waltham Forest,Bakers Almshouses,"551 Lea Bridge Road, Leyton",E10,Institutional Grounds,537650,188050,No,private,WAL005
Waltham Forest,Cann Hall Park,"Cann Hall Road, Leytonstone",E11 3NN,Public Park,539840,186199,Yes,9am - 30 minutes before sunset.,WAL005a
Waltham Forest,Chase Lane Park,"Waverley Avenue, off Hall Lane, South Chingford",E4,Public Park,536783,192585,Yes,9am-half hour before sunset,WAL006
Waltham Forest,Chingford Green,Chingford Green/Station Road,E4,Public Open Land,538646,194398,Yes,unrestricted,WAL007
Waltham Forest,Chingford Mount Cemetery,"Old Church Road, Chingford Mount",E4 6ST,Cemetery,537650,193350,Yes,Open: Mon-Sat 7.30am/Sun 10am.Closed: 4pm (Nov-Jan); 5pm (Feb/Oct + Mar/Sep on Sun); 6pm (Mar/Sept+Apr-Aug on Sun); 7pm (Apr-Aug).BH/Gd Fri 7.30-4pm,WAL008
Waltham Forest,Chingford War Memorial,"The Ridgeway; Kings Head Hill, Chingford",E4 6QL,Public Gardens,538392,194397,Yes,unrestricted,WAL008a
Waltham Forest,Church of Our Lady of Grace and St Teresa of Avila,"Station Road/Kings Road, Chingford",E4 7HP,Churchyard,538650,194250,Yes,private/for churchgoers,WAL009
Waltham Forest,Coronation Gardens,"High Road/Oliver Road, Leyton",E10,Public Park,537950,186350,Yes,9am - half hour before sunset,WAL010
Waltham Forest,Coronation Gardens Extension,"Oliver Road, Leyton",E10,Public Park,537850,186250,Yes,9am - closes half hour before sunset,WAL011
Waltham Forest,Drysdale Park,Drysdale Avenue,E4 7NL,Public Park,537804,195015,Yes,9am - 30mins before sunset,WAL011a
Waltham Forest,Epping Forest,numerous access points,IG8/E17,Public Open Land,539765,194953,Yes,unrestricted,WAL013
Waltham Forest,Friday Hill House,"Simmons Lane, Chingford",E4 6JH,Private Garden,538950,193550,Yes,Access to Community Centre users/visitors.  House has been opened to the public as part of London Open House,WAL014
Waltham Forest,Good Memorial Garden,"Old Church Road/Priory Avenue, Chingford",E4 8BU,Public Gardens,537350,193325,Yes,unrestricted,WAL014a
Waltham Forest,Harrow Green,High Road/Harrow Green,E11,Public Open Land,539250,186250,Yes,unrestricted,WAL015
Waltham Forest,Haven House Children's Hospice and White House Arboretum,"High Road, Woodford Green",IG8 9LB,Private Open Land;,539772,191553,Partially,"hospice private, access to Arboretum by appointment only or on occasional open days.",WAL015a
Waltham Forest,Henry Reynolds Park,"Browning Road/Bush Road, Leytonstone",E11 3AE,Public Park,539850,187650,Yes,9am - half hour before sunset,WAL016
Waltham Forest,Higham Hill Recreation Ground,Hecham Close/Sutton Road/Norfolk Road,E17,Public Park,536045,190550,Yes,9am - half hour before sunset,WAL017
Waltham Forest,Highams Park Epping Forest,"The Charter Road, Woodford Green",IG8,Public Park,539250,191950,Yes,unrestricted,WAL018
Waltham Forest,Jubilee Gardens,"High Road, Leytonstone",E11,Public Gardens,539148,185898,Yes,unrestricted,WAL020
Waltham Forest,Knotts Green,Knotts Green/Leyton Green Road,E10,Public Open Land,538172,188378,Yes,unrestricted,WAL021
Waltham Forest,Langthorne Park,Birch Grove/Langthorne Road/High Road,E11 4YG,Public Park,539054,185972,Yes,9am - half hour before sunset,WAL022
Waltham Forest,Larkswood Park,"New Road/Larkswood Road, Chingford Hatch",E4,Public Park,538228,192593,Yes,unrestricted,WAL023
Waltham Forest,Leyton Green,"High Road Leyton, Leyton Green",E10,Public Open Land,538052,187988,Yes,unrestricted,WAL024
Waltham Forest,Leyton Jubilee Park,"Seymour Road; Marsh Lane, Leyton",E10 7BL,Public Park,536928,186873,Yes,unrestricted. KuKooLaLa cafe open 9am - 5pm daily,WAL024a
Waltham Forest,Leyton Youth Centre,"High Road/Brewster Road, Leyton",E10,Private Open Land,537950,187250,No,private sports ground,WAL025
Waltham Forest,"Lloyd Park, including Aveling Fields","Forest Road/Winns Terrace/Bedford Road, Walthamstow",E17 4PP,Public Park,537250,189950,Yes,Park:7.30am - sunset. Gallery: Tues-Sat & 1st Sun each month 10am-1pm/2-5pm.,WAL026
Waltham Forest,Mallinson Park Woods,"White House Drive, Woodford New Road, Woodford Green",IG8,Public Open Land,539550,191550,Yes,unrestricted access through grounds to woods but house grounds are private,WAL027
Waltham Forest,Mansfield Park,Mansfield Hill,E4,Public Park,537550,193950,Yes,9am - half hour before sunset,WAL028
Waltham Forest,Memorial Park,Chingford Mount Road,E4,Public Park,537550,192450,Yes,9am - half hour before sunset,WAL029
Waltham Forest,Monoux Almshouses,"Church Lane, Church Hill Road, Walthamstow",E17 9RL,Private Garden,537943,189338,Partially,private but some access at front as boundary with churchyard is indistinct,WAL030
Waltham Forest,"No. 39, Woodside Park Avenue",39 Woodside Park Avenue,E17,Garden Feature Remnants,538835,189020,No,private/no access,WAL051
Waltham Forest,Pimp Hall Nature Reserve,off Kings Road (Pimp Hall Offices/Recycling Centre service road),E4,Public Open Land,538850,193850,Yes,9.30am-4pm,WAL031
Waltham Forest,Pimp Hall Park,"Simmons Lane, Friday Hill",E4,Public Park,538948,193670,Yes,9am - half hour before sunset,WAL032
Waltham Forest,"Queen Elizabeth's Hunting Lodge and Fairmead Park, including Chingford Golf Course","Rangers Road, Chingford",E4 7QH,Public Open Land,539741,194790,Yes,Hunting Lodge: summer (end March - end Sept) 12 noon-5pm Wed-Sun; winter 10am-3pm Fri-Sun. Epping Forest unrestricted,WAL033
Waltham Forest,Queen's Road Cemetery,Queen's Road,E17 8QP,Cemetery,536950,188550,Yes,"Open: Mon-Sat 7.30am/Sun 10am.Closed: 4pm (Nov-Jan); 5pm (Feb, Oct + March, Sep on Sun); 6pm (March, Sept + April-Aug on Sun); 7pm (April -Aug)",WAL034
Waltham Forest,Ridgeway Park,"Endlebury Road, The Ridgeway/Peel Close/ Old Church Road",E4,Public Park,537850,193750,Yes,9am - half hour before sunset. Miniature railway: Sunday afternoons in summer,WAL035
Waltham Forest,"Ropers Field Estate, including Ropers Avenue amenity space and Inks Green bowling green",Ropers Avenue; Inks Green,E4 9EQ,Housing/Estate Landscaping,538121,192212,Partially,Ropers Avenue amenity space unrestricted; Inks Green bowling green private use,WAL035a
Waltham Forest,Sidmouth Park,St Mary's Road/Sidmouth Road/Dawlish Road,E10,Public Park,538250,186550,Yes,9am - half hour before sunset,WAL043
Waltham Forest,Sir George Monoux Sixth Form College,"190 Chingford Road, Walthamstow",E17 5AA,Institutional Grounds,537557,190370,No,,WAL043a
Waltham Forest,Squires Almshouses,"Church Path, Church Hill, Walthamstow",E17 9RH,Private Garden,537804,189190,No,private,WAL044
Waltham Forest,St James Park,"Essex Road, South Walthamstow",E17,Public Park,536050,188250,Yes,9am - half hour before sunset,WAL036
Waltham Forest,St John the Baptist Churchyard,"Church Lane/Church Road, Leytonstone",E11 1HG,Churchyard,539446,187470,Yes,unrestricted,WAL037
Waltham Forest,St Mary Walthamstow Churchyard,"Vestry Road/Church End/Church Lane, Church Hill Road",E17 9RL,Churchyard,537849,189241,Partially,part: unrestricted; part inaccessible,WAL038
Waltham Forest,"St Mary with St Edward Churchyard, Leyton","Church Road, Leyton",E10,Churchyard,537650,186850,Yes,unrestricted,WAL039
Waltham Forest,St Patrick's Catholic Cemetery,"Langthorne Road, Leytonstone",E11 4HL,Cemetery,538650,186250,Yes,Weekdays 8am-4pm; Sundays/Bank Holidays 9am-4pm,WAL040
Waltham Forest,St Peter and St Paul's Churchyard,"The Green, Chingford",E4,Churchyard,538590,194371,Yes,unrestricted. Church open daily 8.30-9am/6-6.30pm plus Wed 2-4pm,WAL041
Waltham Forest,St Peter's-in-the-Forest Churchyard,Woodford New Road,E17 3PP,Churchyard,539050,189450,Yes,unrestricted,WAL042
Waltham Forest,Stoneydown Park and Gardens,Longfield Road/Pretoria Avenue/Blackhorse Road,E17,Public Park,536050,189250,Yes,9am -  half hour before sunset,WAL045
Waltham Forest,The Highams Park,"Keynsham Avenue, Woodford Green",IG8,Public Park,539570,192171,Yes,unrestricted,WAL019
Waltham Forest,Thomas Gamuel Park,off Boundary Road/Colchester Road/Chelmsford Road,E17,Public Park,537150,188150,Yes,9am - half hour before sunset,WAL046
Waltham Forest,"Vestry House Museum and Gardens, and Walthamstow Village Green","Vestry Road, Walthamstow",E17 9NH,Institutional Grounds;,537768,189101,Yes,Wed-Sun 10am-5pm. Pre-booked groups and school visits welcome on Tuesdays (020 8496 4381),WAL047
Waltham Forest,Walthamstow Marsh,Lea Bridge Road,E5,Public Open Land,535450,187250,Yes,unrestricted,WAL048
Waltham Forest,Walthamstow Town Hall Complex and Chestnuts Sports Ground,Forest Road,E17,Public Gardens;,537650,189850,Yes,unrestricted,WAL049
Waltham Forest,Walthamstow Wetlands Nature Reserve,"2 Forest Road, Walthamstow. Entrances: Ferry Lane/Forest Road; Coppermill Lane; Lockwood Way off Blackhorse Lane",N17 9NH,Other - Nature Reserve,534912,189187,Yes,10.30am-5pm (closed Christmas Day / Boxing Day),WAL049a
Waltham Forest,Woodford County High School for Girls,"The High Road, Woodford",IG8 9LA,Institutional Grounds,539850,191750,No,private school grounds,WAL050
Wandsworth,All Saints Churchyard,"Franciscan Road/Brudenell Road, Tooting",SW17 8DQ,Churchyard,528199,171751,Yes,8am - dusk,WND001
Wandsworth,"All Saints Churchyard, Wandsworth",Wandsworth High Street/Wandsworth Plain/All Saints Passage,SW18 1EP,Public Gardens,525474,174731,Yes,unrestricted,WND002
Wandsworth,Alton Estate (Alton East and Alton West) *,Alton East: Alton Road/Portsmouth Road/Bessborough Road. Alton West: Danebury Avenue/Highcliffe Drive,SW15,Housing/Estate Landscaping,522650,173450,Yes,unrestricted,WND003
Wandsworth,Bank of England Sports Ground,Bank Lane/Priory Lane,SW15 5JT,Private Open Land,521250,174750,No,members only,WND004
Wandsworth,Barn Elms Park,Horne Way/Lower Richmond Road,SW15,Public Park,523370,175997,Yes,,WND005
Wandsworth,Battersea Park *,Queenstown Road/Albert Bridge Road/Prince of Wales Drive,SW11,Public Park,528050,177250,Yes,8am - dusk. Children's Zoo open weekends until Easter then daily until Autumn.,WND006
Wandsworth,Christchurch Gardens,Cabul Road/Battersea Park Road,SW11,Public Gardens,527150,176150,Yes,8am - dusk,WND007
Wandsworth,Clapham Common,Clapham Common Northside/Clapham Common Westside/The Avenue,SW4/SW12,Public Open Land,528665,174852,Yes,unrestricted,WND008
Wandsworth,Coronation Gardens,Pirbright Road/Merton Road,SW18,Public Gardens,525150,173450,Yes,8am - dusk,WND009
